activity_minute,metabolic_equivalents,calories,intensities,steps
00:00:00,11.710810810810813,1.2220058064067572,0.058108108108108091,1.948648648648649
00:01:00,11.351351351351351,1.1936562387405405,0.058108108108108104,1.2743243243243234
00:02:00,11.050000000000015,1.1717850788081063,0.047297297297297335,1.09864864864865
00:03:00,11.278378378378376,1.1970432253986494,0.055405405405405353,1.3027027027027014
00:04:00,11.155405405405411,1.1905409706527026,0.052702702702702733,1.0783783783783791
00:05:00,10.990540540540533,1.1710089295283777,0.04459459459459459,0.96486486486486611
00:06:00,11.063513513513517,1.1781718486027022,0.048648648648648617,0.88378378378378464
00:07:00,11.085135135135118,1.1766921332500004,0.05135135135135132,0.87027027027027071
00:08:00,10.882432432432438,1.1593500909662162,0.039189189189189247,0.61216216216216124
00:09:00,11.005405405405424,1.1691425519972973,0.044594594594594604,0.86081081081081035
00:10:00,10.999999999999989,1.1685512550702697,0.0418918918918919,0.91081081081081128
00:11:00,10.9391891891892,1.158926713786486,0.041891891891891929,0.854054054054052
00:12:00,10.906756756756751,1.1599261456121608,0.039189189189189212,0.78243243243243243
00:13:00,10.836486486486487,1.1557180382770267,0.032432432432432427,0.75405405405405412
00:14:00,10.794594594594589,1.1501289565770265,0.032432432432432441,0.589189189189191
00:15:00,10.716216216216228,1.1426826862837842,0.029729729729729787,0.51351351351351426
00:16:00,10.8445945945946,1.1524030512905423,0.040540540540540577,0.59324324324324418
00:17:00,10.878378378378384,1.1541304568824318,0.039189189189189177,0.65270270270270359
00:18:00,11.024324324324313,1.1709199972905395,0.041891891891891957,1.0405405405405403
00:19:00,11.083783783783794,1.1733901718797284,0.047297297297297258,1.1486486486486496
00:20:00,10.787837837837833,1.1486033745581072,0.0378378378378378,0.543243243243244
00:21:00,10.80810810810811,1.1487065106567564,0.0391891891891892,0.63783783783783765
00:22:00,10.629729729729734,1.1326062268418926,0.025675675675675694,0.47702702702702687
00:23:00,10.706756756756763,1.1412701319162164,0.03378378378378382,0.46486486486486484
00:24:00,10.836486486486477,1.150308227532433,0.035135135135135144,0.767567567567568
00:25:00,10.724324324324327,1.1409343751689192,0.033783783783783786,0.42702702702702711
00:26:00,10.689189189189182,1.135823227582432,0.032432432432432504,0.43108108108108112
00:27:00,10.533783783783774,1.1251601742689181,0.022972972972972974,0.33783783783783822
00:28:00,10.652702702702694,1.1330216187797295,0.027027027027027042,0.483783783783784
00:29:00,10.682432432432432,1.1376387675770276,0.031081081081081093,0.39459459459459417
00:30:00,10.635135135135133,1.1338804161148646,0.024324324324324333,0.47027027027027085
00:31:00,10.80270270270271,1.1508698752500004,0.036486486486486544,0.66081081081081039
00:32:00,10.751351351351357,1.1465724026729718,0.032432432432432441,0.63378378378378408
00:33:00,10.889189189189196,1.1599375645783778,0.036486486486486447,0.65810810810810727
00:34:00,10.712162162162157,1.1417822672702693,0.028378378378378404,0.54594594594594581
00:35:00,10.793243243243257,1.1481619027756762,0.03378378378378382,0.54594594594594636
00:36:00,10.678378378378385,1.1395067397716208,0.031081081081081076,0.42432432432432421
00:37:00,10.554054054054035,1.1216435648189185,0.024324324324324319,0.39054054054054116
00:38:00,10.639189189189187,1.1346955792162146,0.029729729729729721,0.52297297297297274
00:39:00,10.583783783783781,1.1275787540310813,0.021621621621621637,0.533783783783784
00:40:00,10.616216216216198,1.1312718207729717,0.027027027027027011,0.5040540540540539
00:41:00,10.491891891891882,1.1202524971216221,0.02027027027027024,0.33513513513513543
00:42:00,10.613513513513512,1.1326410788027019,0.027027027027027032,0.50945945945945958
00:43:00,10.666216216216219,1.1357357008972986,0.027027027027027004,0.54459459459459347
00:44:00,10.624324324324332,1.1313292947108093,0.02837837837837837,0.49864864864864827
00:45:00,10.528378378378381,1.1171598082391883,0.022972972972972985,0.41351351351351323
00:46:00,10.485135135135133,1.1146865377513546,0.021621621621621609,0.30810810810810807
00:47:00,10.572972972972989,1.1234847004189206,0.028378378378378335,0.28783783783783806
00:48:00,10.597297297297311,1.1240837804270265,0.027027027027027039,0.48243243243243261
00:49:00,10.514864864864851,1.1172193748648651,0.022972972972972974,0.40405405405405403
00:50:00,10.520270270270263,1.1185596456324325,0.020270270270270254,0.54324324324324369
00:51:00,10.632432432432434,1.1282696993675674,0.027027027027027032,0.62837837837837707
00:52:00,10.59324324324324,1.1254717408716224,0.027027027027027046,0.44999999999999929
00:53:00,10.602702702702706,1.1268160919797294,0.028378378378378338,0.49594594594594571
00:54:00,10.641891891891891,1.1315749028175666,0.0310810810810811,0.49054054054054108
00:55:00,10.479729729729732,1.1168385779445948,0.024324324324324305,0.25000000000000022
00:56:00,10.387837837837836,1.1071083343432435,0.0148648648648649,0.26351351351351393
00:57:00,10.466216216216212,1.1163480107770258,0.01891891891891892,0.345945945945946
00:58:00,10.467567567567563,1.1167171052918909,0.020270270270270289,0.33783783783783805
00:59:00,10.385135135135137,1.10578092932027,0.016216216216216231,0.21351351351351328
01:00:00,10.407307171853859,1.1099352335683363,0.016238159675236809,0.35994587280108276
01:01:00,10.584573748308532,1.1260185490838988,0.02571041948579161,0.38159675236806523
01:02:00,10.499323410013535,1.1204084816752369,0.020297699594045995,0.24357239512855233
01:03:00,10.587280108254404,1.1309499970351828,0.021650879566982414,0.26928281461434406
01:04:00,10.49391069012179,1.1206033935439779,0.016238159675236813,0.19215155615696866
